lascID,geneName,product,Group,aa_len,tx_len,gene_id,tx_name
LASC008997,rpl35,60S ribosomal protein L35,NA,124,544,maker-000096F-exonerate_protein2genome-gene-23.6,maker-000096F-exonerate_protein2genome-gene-23.6-mRNA-1
LASC008963,txnl1,Thioredoxin-like protein 1,NA,286,1665,maker-000096F-exonerate_protein2genome-gene-3.2,maker-000096F-exonerate_protein2genome-gene-3.2-mRNA-1
LASC008969,slc5a3,Sodium/myo-inositol cotransporter,NA,638,5145,maker-000096F-exonerate_protein2genome-gene-5.3,maker-000096F-exonerate_protein2genome-gene-5.3-mRNA-2
LASC009009,LASC009009,hypothetical protein,NA,52,439,maker-000097F-augustus-gene-0.3,maker-000097F-augustus-gene-0.3-mRNA-1
LASC009012,anapc5,Anaphase-promoting complex subunit 5,NA,835,3050,maker-000097F-augustus-gene-1.14,maker-000097F-augustus-gene-1.14-mRNA-1
LASC009033,LASC009033,hypothetical protein,NA,175,525,maker-000097F-augustus-gene-10.4,maker-000097F-augustus-gene-10.4-mRNA-1
LASC009034,LASC009034,hypothetical protein,NA,200,600,maker-000097F-augustus-gene-10.5,maker-000097F-augustus-gene-10.5-mRNA-1
LASC009041,LASC009041,hypothetical protein,NA,123,369,maker-000097F-augustus-gene-15.0,maker-000097F-augustus-gene-15.0-mRNA-1
LASC009019,pitpna_2,Phosphatidylinositol transfer protein alpha isoform,NA,331,4519,maker-000097F-augustus-gene-2.1,maker-000097F-augustus-gene-2.1-mRNA-1
LASC009007,tmbim1_2,Protein lifeguard 3,NA,71,257,maker-000097F-est_gff_StringTie-gene-0.0,maker-000097F-est_gff_StringTie-gene-0.0-mRNA-1
LASC009008,grina,Protein lifeguard 1,NA,132,465,maker-000097F-est_gff_StringTie-gene-0.1,maker-000097F-est_gff_StringTie-gene-0.1-mRNA-2
LASC009013,LASC009013,hypothetical protein,NA,600,3260,maker-000097F-est_gff_StringTie-gene-1.0,maker-000097F-est_gff_StringTie-gene-1.0-mRNA-1
LASC009014,LASC009014,hypothetical protein,NA,216,648,maker-000097F-est_gff_StringTie-gene-1.2,maker-000097F-est_gff_StringTie-gene-1.2-mRNA-1
LASC009015,LASC009015,hypothetical protein,NA,191,573,maker-000097F-est_gff_StringTie-gene-1.3,maker-000097F-est_gff_StringTie-gene-1.3-mRNA-1
LASC009016,LASC009016,hypothetical protein,NA,80,240,maker-000097F-est_gff_StringTie-gene-1.4,maker-000097F-est_gff_StringTie-gene-1.4-mRNA-1
LASC009017,LASC009017,hypothetical protein,NA,35,248,maker-000097F-est_gff_StringTie-gene-1.5,maker-000097F-est_gff_StringTie-gene-1.5-mRNA-1
LASC009039,LASC009039,hypothetical protein,NA,62,392,maker-000097F-est_gff_StringTie-gene-11.4,maker-000097F-est_gff_StringTie-gene-11.4-mRNA-1
LASC009044,LASC009044,hypothetical protein,NA,182,546,maker-000097F-est_gff_StringTie-gene-18.1,maker-000097F-est_gff_StringTie-gene-18.1-mRNA-1
LASC009043,xrcc1,DNA repair protein XRCC1,NA,633,3341,maker-000097F-est_gff_StringTie-gene-18.2,maker-000097F-est_gff_StringTie-gene-18.2-mRNA-1
LASC009046,LASC009046,hypothetical protein,NA,72,259,maker-000097F-est_gff_StringTie-gene-20.0,maker-000097F-est_gff_StringTie-gene-20.0-mRNA-1
LASC009047,LASC009047,hypothetical protein,NA,71,268,maker-000097F-est_gff_StringTie-gene-20.1,maker-000097F-est_gff_StringTie-gene-20.1-mRNA-1
LASC009049,psenen,Gamma-secretase subunit PEN-2,NA,102,2015,maker-000097F-est_gff_StringTie-gene-21.1,maker-000097F-est_gff_StringTie-gene-21.1-mRNA-1
LASC009052,LASC009052,hypothetical protein,NA,108,2767,maker-000097F-est_gff_StringTie-gene-22.1,maker-000097F-est_gff_StringTie-gene-22.1-mRNA-1
LASC009054,LASC009054,hypothetical protein,NA,1042,6347,maker-000097F-est_gff_StringTie-gene-22.2,maker-000097F-est_gff_StringTie-gene-22.2-mRNA-2
LASC009053,rsf1,Remodeling and spacing factor 1,NA,3306,11144,maker-000097F-est_gff_StringTie-gene-22.4,maker-000097F-est_gff_StringTie-gene-22.4-mRNA-1
LASC009055,LASC009055,hypothetical protein,NA,688,4784,maker-000097F-est_gff_StringTie-gene-23.0,maker-000097F-est_gff_StringTie-gene-23.0-mRNA-1
LASC009058,kri1,Protein KRI1 homolog,NA,930,3167,maker-000097F-est_gff_StringTie-gene-24.4,maker-000097F-est_gff_StringTie-gene-24.4-mRNA-1
LASC009023,dph3,DPH3 homolog,NA,85,534,maker-000097F-est_gff_StringTie-gene-3.1,maker-000097F-est_gff_StringTie-gene-3.1-mRNA-1
LASC009020,clpb,Caseinolytic peptidase B protein homolog,NA,609,2140,maker-000097F-est_gff_StringTie-gene-3.2,maker-000097F-est_gff_StringTie-gene-3.2-mRNA-1
LASC009026,LASC009026,hypothetical protein,NA,62,214,maker-000097F-est_gff_StringTie-gene-5.1,maker-000097F-est_gff_StringTie-gene-5.1-mRNA-1
LASC009032,LASC009032,hypothetical protein,NA,66,237,maker-000097F-est_gff_StringTie-gene-8.0,maker-000097F-est_gff_StringTie-gene-8.0-mRNA-1
LASC009011,eipr1,EARP-interacting protein homolog,NA,382,1146,maker-000097F-exonerate_protein2genome-gene-0.39,maker-000097F-exonerate_protein2genome-gene-0.39-mRNA-1
LASC009031,alkbh2_225,DNA oxidative demethylase ALKBH2,NA,196,588,maker-000097F-exonerate_protein2genome-gene-10.6,maker-000097F-exonerate_protein2genome-gene-10.6-mRNA-1
LASC009045,ets-5,ETS domain-containing transcription factor ets-5,NA,125,375,maker-000097F-exonerate_protein2genome-gene-18.0,maker-000097F-exonerate_protein2genome-gene-18.0-mRNA-1
LASC009051,cib1_2,Calcium and integrin-binding protein 1,NA,185,1433,maker-000097F-exonerate_protein2genome-gene-22.5,maker-000097F-exonerate_protein2genome-gene-22.5-mRNA-1
LASC009050,epb41l3,Band 4.1-like protein 3,NA,713,3674,maker-000097F-exonerate_protein2genome-gene-22.6,maker-000097F-exonerate_protein2genome-gene-22.6-mRNA-1
LASC009057,rhbg_2,Ammonium transporter Rh type B,NA,493,2575,maker-000097F-exonerate_protein2genome-gene-24.0,maker-000097F-exonerate_protein2genome-gene-24.0-mRNA-1
LASC009056,rhbg,Ammonium transporter Rh type B,NA,451,7161,maker-000097F-exonerate_protein2genome-gene-24.1,maker-000097F-exonerate_protein2genome-gene-24.1-mRNA-1
LASC009059,pcd_pcbd2,"Pterin-4-alpha-carbinolamine dehydratase 2,Probable pterin-4-alpha-carbinolamine dehydratase",NA,132,4795,maker-000097F-exonerate_protein2genome-gene-25.1,maker-000097F-exonerate_protein2genome-gene-25.1-mRNA-2
LASC009021,hsd17b8,Estradiol 17-beta-dehydrogenase 8,NA,261,1016,maker-000097F-exonerate_protein2genome-gene-3.4,maker-000097F-exonerate_protein2genome-gene-3.4-mRNA-2
LASC009027,osr2_2,"Protein odd-skipped-related 2,hypothetical protein",NA,327,1947,maker-000097F-exonerate_protein2genome-gene-5.4,maker-000097F-exonerate_protein2genome-gene-5.4-mRNA-1
LASC009030,alkbh2_111,DNA oxidative demethylase ALKBH2,NA,196,588,maker-000097F-exonerate_protein2genome-gene-7.0,maker-000097F-exonerate_protein2genome-gene-7.0-mRNA-1
LASC009062,LASC009062,hypothetical protein,NA,95,2491,maker-000098F-augustus-gene-1.3,maker-000098F-augustus-gene-1.3-mRNA-1
LASC009082,LASC009082,hypothetical protein,NA,141,443,maker-000098F-augustus-gene-10.0,maker-000098F-augustus-gene-10.0-mRNA-1
LASC009084,LASC009084,hypothetical protein,NA,379,1521,maker-000098F-augustus-gene-10.1,maker-000098F-augustus-gene-10.1-mRNA-1
LASC009086,LASC009086,hypothetical protein,NA,197,2400,maker-000098F-augustus-gene-11.0,maker-000098F-augustus-gene-11.0-mRNA-1
LASC009087,LASC009087,hypothetical protein,NA,431,1614,maker-000098F-augustus-gene-13.18,maker-000098F-augustus-gene-13.18-mRNA-1
LASC009097,oa2b2,Octopamine receptor beta-2R,NA,493,2150,maker-000098F-augustus-gene-16.0,maker-000098F-augustus-gene-16.0-mRNA-1
LASC009103,fmo5_13,Dimethylaniline monooxygenase [N-oxide-forming] 5,NA,506,2153,maker-000098F-augustus-gene-18.3,maker-000098F-augustus-gene-18.3-mRNA-4
LASC009104,fmo5_3,Dimethylaniline monooxygenase [N-oxide-forming] 5,NA,565,1695,maker-000098F-augustus-gene-18.4,maker-000098F-augustus-gene-18.4-mRNA-1
LASC009107,sec14l2_23,SEC14-like protein 2,NA,370,3678,maker-000098F-augustus-gene-19.7,maker-000098F-augustus-gene-19.7-mRNA-1
LASC009121,LASC009121,hypothetical protein,NA,102,785,maker-000098F-augustus-gene-25.9,maker-000098F-augustus-gene-25.9-mRNA-1
LASC009070,LASC009070,hypothetical protein,NA,68,359,maker-000098F-augustus-gene-4.0,maker-000098F-augustus-gene-4.0-mRNA-1
LASC009077,kif28p,Kinesin-like protein KIF28P,NA,1077,3268,maker-000098F-augustus-gene-8.3,maker-000098F-augustus-gene-8.3-mRNA-1
LASC009061,sarnp_2,SAP domain-containing ribonucleoprotein,NA,323,3810,maker-000098F-est_gff_StringTie-gene-0.1,maker-000098F-est_gff_StringTie-gene-0.1-mRNA-1
LASC009063,glra3,Glycine receptor subunit alpha-3,NA,427,8340,maker-000098F-est_gff_StringTie-gene-1.1,maker-000098F-est_gff_StringTie-gene-1.1-mRNA-1
LASC009083,LASC009083,hypothetical protein,NA,224,1488,maker-000098F-est_gff_StringTie-gene-10.1,maker-000098F-est_gff_StringTie-gene-10.1-mRNA-1
LASC009085,LASC009085,hypothetical protein,NA,115,1311,maker-000098F-est_gff_StringTie-gene-10.3,maker-000098F-est_gff_StringTie-gene-10.3-mRNA-1
LASC009088,LASC009088,hypothetical protein,NA,696,2958,maker-000098F-est_gff_StringTie-gene-13.1,maker-000098F-est_gff_StringTie-gene-13.1-mRNA-1
LASC009089,cdcp2_cubn,"CUB domain-containing protein 2,Cubilin",NA,471,2192,maker-000098F-est_gff_StringTie-gene-13.2,maker-000098F-est_gff_StringTie-gene-13.2-mRNA-2
LASC009092,arhgef10,Rho guanine nucleotide exchange factor 10,NA,1523,8693,maker-000098F-est_gff_StringTie-gene-14.0,maker-000098F-est_gff_StringTie-gene-14.0-mRNA-3
LASC009093,LASC009093,hypothetical protein,NA,558,2188,maker-000098F-est_gff_StringTie-gene-15.0,maker-000098F-est_gff_StringTie-gene-15.0-mRNA-2
LASC009094,lrrn1,Leucine-rich repeat neuronal protein 1,NA,867,4844,maker-000098F-est_gff_StringTie-gene-15.1,maker-000098F-est_gff_StringTie-gene-15.1-mRNA-2
LASC009095,LASC009095,hypothetical protein,NA,53,325,maker-000098F-est_gff_StringTie-gene-15.2,maker-000098F-est_gff_StringTie-gene-15.2-mRNA-1
LASC009096,fgfrl1_3,Fibroblast growth factor receptor-like 1,NA,465,1719,maker-000098F-est_gff_StringTie-gene-15.3,maker-000098F-est_gff_StringTie-gene-15.3-mRNA-2
LASC009099,LASC009099,hypothetical protein,NA,48,343,maker-000098F-est_gff_StringTie-gene-17.0,maker-000098F-est_gff_StringTie-gene-17.0-mRNA-1
LASC009100,slc18a2,Synaptic vesicular amine transporter,NA,309,1116,maker-000098F-est_gff_StringTie-gene-17.1,maker-000098F-est_gff_StringTie-gene-17.1-mRNA-1
LASC009101,slc18a3a_slc18a1,"Probable vesicular acetylcholine transporter-A,Chromaffin granule amine transporter",NA,158,533,maker-000098F-est_gff_StringTie-gene-17.2,maker-000098F-est_gff_StringTie-gene-17.2-mRNA-1
LASC009108,sec14l2_36,SEC14-like protein 2,NA,392,1494,maker-000098F-est_gff_StringTie-gene-19.2,maker-000098F-est_gff_StringTie-gene-19.2-mRNA-5
LASC009065,tsen2_2,tRNA-splicing endonuclease subunit Sen2,NA,236,1474,maker-000098F-est_gff_StringTie-gene-2.0,maker-000098F-est_gff_StringTie-gene-2.0-mRNA-1
LASC009066,ralbp1-a_ralbp1,"RalA-binding protein 1,RalA-binding protein 1-A",NA,710,2526,maker-000098F-est_gff_StringTie-gene-2.1,maker-000098F-est_gff_StringTie-gene-2.1-mRNA-2
LASC009067,LASC009067,hypothetical protein,NA,76,339,maker-000098F-est_gff_StringTie-gene-2.2,maker-000098F-est_gff_StringTie-gene-2.2-mRNA-1
LASC009112,cg8399,Putative ferric-chelate reductase 1 homolog,NA,620,2276,maker-000098F-est_gff_StringTie-gene-21.1,maker-000098F-est_gff_StringTie-gene-21.1-mRNA-1
LASC009111,sec14l2_11,SEC14-like protein 2,NA,393,1419,maker-000098F-est_gff_StringTie-gene-21.2,maker-000098F-est_gff_StringTie-gene-21.2-mRNA-2
LASC009114,tube1,Tubulin epsilon chain,NA,448,1707,maker-000098F-est_gff_StringTie-gene-22.1,maker-000098F-est_gff_StringTie-gene-22.1-mRNA-2
LASC009113,sh3bp5l,SH3 domain-binding protein 5-like,NA,502,2370,maker-000098F-est_gff_StringTie-gene-22.2,maker-000098F-est_gff_StringTie-gene-22.2-mRNA-1
LASC009115,LASC009115,hypothetical protein,NA,110,346,maker-000098F-est_gff_StringTie-gene-23.0,maker-000098F-est_gff_StringTie-gene-23.0-mRNA-1
LASC009116,slc46a3,"Solute carrier family 46 member 3,hypothetical protein",NA,469,4765,maker-000098F-est_gff_StringTie-gene-23.1,maker-000098F-est_gff_StringTie-gene-23.1-mRNA-1
LASC009117,LASC009117,hypothetical protein,NA,378,1550,maker-000098F-est_gff_StringTie-gene-23.2,maker-000098F-est_gff_StringTie-gene-23.2-mRNA-1
LASC009118,LASC009118,hypothetical protein,NA,180,723,maker-000098F-est_gff_StringTie-gene-23.3,maker-000098F-est_gff_StringTie-gene-23.3-mRNA-1
LASC009119,LASC009119,hypothetical protein,NA,92,1312,maker-000098F-est_gff_StringTie-gene-24.0,maker-000098F-est_gff_StringTie-gene-24.0-mRNA-1
LASC009120,LASC009120,hypothetical protein,NA,87,508,maker-000098F-est_gff_StringTie-gene-24.1,maker-000098F-est_gff_StringTie-gene-24.1-mRNA-1
LASC009123,LASC009123,hypothetical protein,NA,62,353,maker-000098F-est_gff_StringTie-gene-25.0,maker-000098F-est_gff_StringTie-gene-25.0-mRNA-1
LASC009122,LASC009122,hypothetical protein,NA,543,5094,maker-000098F-est_gff_StringTie-gene-25.1,maker-000098F-est_gff_StringTie-gene-25.1-mRNA-1
LASC009068,LASC009068,hypothetical protein,NA,34,380,maker-000098F-est_gff_StringTie-gene-3.0,maker-000098F-est_gff_StringTie-gene-3.0-mRNA-1
LASC009069,LASC009069,hypothetical protein,NA,64,295,maker-000098F-est_gff_StringTie-gene-3.1,maker-000098F-est_gff_StringTie-gene-3.1-mRNA-1
LASC009071,ghra_2,Glyoxylate/hydroxypyruvate reductase A,NA,367,1321,maker-000098F-est_gff_StringTie-gene-4.0,maker-000098F-est_gff_StringTie-gene-4.0-mRNA-4
LASC009073,LASC009073,hypothetical protein,NA,123,436,maker-000098F-est_gff_StringTie-gene-5.0,maker-000098F-est_gff_StringTie-gene-5.0-mRNA-1
LASC009072,amt-3_4,Putative ammonium transporter 3,NA,449,2340,maker-000098F-est_gff_StringTie-gene-5.1,maker-000098F-est_gff_StringTie-gene-5.1-mRNA-1
LASC009075,amph,Amphiphysin,NA,422,3359,maker-000098F-est_gff_StringTie-gene-5.2,maker-000098F-est_gff_StringTie-gene-5.2-mRNA-1
LASC009080,LASC009080,hypothetical protein,NA,44,206,maker-000098F-est_gff_StringTie-gene-9.0,maker-000098F-est_gff_StringTie-gene-9.0-mRNA-1
LASC009079,kdm3b,Lysine-specific demethylase 3B,NA,2052,8094,maker-000098F-est_gff_StringTie-gene-9.1,maker-000098F-est_gff_StringTie-gene-9.1-mRNA-4
LASC009064,chmp1a,Charged multivesicular body protein 1a,NA,204,1571,maker-000098F-exonerate_protein2genome-gene-1.0,maker-000098F-exonerate_protein2genome-gene-1.0-mRNA-1
LASC009091,aldh18a1,Delta-1-pyrroline-5-carboxylate synthase,NA,777,2882,maker-000098F-exonerate_protein2genome-gene-13.0,maker-000098F-exonerate_protein2genome-gene-13.0-mRNA-1
LASC009102,stt3b,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,NA,787,3092,maker-000098F-exonerate_protein2genome-gene-18.0,maker-000098F-exonerate_protein2genome-gene-18.0-mRNA-1
LASC009106,fmo5_14,Dimethylaniline monooxygenase [N-oxide-forming] 5,NA,496,1680,maker-000098F-exonerate_protein2genome-gene-19.0,maker-000098F-exonerate_protein2genome-gene-19.0-mRNA-1
LASC009110,gbx2_gbx1,"Homeobox protein GBX-2,Homeobox protein GBX-1",NA,110,330,maker-000098F-exonerate_protein2genome-gene-20.1,maker-000098F-exonerate_protein2genome-gene-20.1-mRNA-1
LASC009078,bbip1,BBSome-interacting protein 1,NA,69,207,maker-000098F-exonerate_protein2genome-gene-8.0,maker-000098F-exonerate_protein2genome-gene-8.0-mRNA-1
LASC009164,rbks,Ribokinase,NA,305,2993,maker-000099F-augustus-gene-11.1,maker-000099F-augustus-gene-11.1-mRNA-3
LASC009183,got1_3,Aspartate aminotransferase%2C cytoplasmic,NA,407,2702,maker-000099F-augustus-gene-16.8,maker-000099F-augustus-gene-16.8-mRNA-2
LASC009184,got1_2,Aspartate aminotransferase%2C cytoplasmic,NA,425,1505,maker-000099F-augustus-gene-16.9,maker-000099F-augustus-gene-16.9-mRNA-1
LASC009192,LASC009192,hypothetical protein,NA,149,465,maker-000099F-augustus-gene-22.4,maker-000099F-augustus-gene-22.4-mRNA-1
LASC009139,sh3glb1,Endophilin-B1,NA,369,10503,maker-000099F-augustus-gene-4.0,maker-000099F-augustus-gene-4.0-mRNA-1
LASC009125,LASC009125,hypothetical protein,NA,140,648,maker-000099F-est_gff_StringTie-gene-0.0,maker-000099F-est_gff_StringTie-gene-0.0-mRNA-4
LASC009124,LASC009124,hypothetical protein,NA,139,5377,maker-000099F-est_gff_StringTie-gene-0.1,maker-000099F-est_gff_StringTie-gene-0.1-mRNA-1
LASC009126,lta4h,Leukotriene A-4 hydrolase,NA,519,2092,maker-000099F-est_gff_StringTie-gene-1.4,maker-000099F-est_gff_StringTie-gene-1.4-mRNA-5
LASC009157,sec14l2_10,"SEC14-like protein 2,hypothetical protein",NA,514,2049,maker-000099F-est_gff_StringTie-gene-10.1,maker-000099F-est_gff_StringTie-gene-10.1-mRNA-2
LASC009160,sec14l2_8,SEC14-like protein 2,NA,409,1432,maker-000099F-est_gff_StringTie-gene-11.0,maker-000099F-est_gff_StringTie-gene-11.0-mRNA-1
LASC009161,LASC009161,hypothetical protein,NA,84,967,maker-000099F-est_gff_StringTie-gene-11.2,maker-000099F-est_gff_StringTie-gene-11.2-mRNA-1
LASC009165,znf839,Zinc finger protein 839,NA,1044,10790,maker-000099F-est_gff_StringTie-gene-11.4,maker-000099F-est_gff_StringTie-gene-11.4-mRNA-1
LASC009167,LASC009167,hypothetical protein,NA,268,1959,maker-000099F-est_gff_StringTie-gene-12.3,maker-000099F-est_gff_StringTie-gene-12.3-mRNA-1
LASC009168,LASC009168,hypothetical protein,NA,643,4287,maker-000099F-est_gff_StringTie-gene-12.4,maker-000099F-est_gff_StringTie-gene-12.4-mRNA-2
LASC009174,prc1_3,Protein regulator of cytokinesis 1,NA,647,2927,maker-000099F-est_gff_StringTie-gene-13.0,maker-000099F-est_gff_StringTie-gene-13.0-mRNA-1
LASC009177,mys_2,Integrin beta-PS,NA,773,6046,maker-000099F-est_gff_StringTie-gene-13.1,maker-000099F-est_gff_StringTie-gene-13.1-mRNA-2
LASC009173,aasdh,Beta-alanine-activating enzyme,NA,1005,5277,maker-000099F-est_gff_StringTie-gene-13.2,maker-000099F-est_gff_StringTie-gene-13.2-mRNA-1
LASC009175,reep5,Receptor expression-enhancing protein 5,NA,178,675,maker-000099F-est_gff_StringTie-gene-13.3,maker-000099F-est_gff_StringTie-gene-13.3-mRNA-2
LASC009178,LASC009178,hypothetical protein,NA,1981,6990,maker-000099F-est_gff_StringTie-gene-14.0,maker-000099F-est_gff_StringTie-gene-14.0-mRNA-4
LASC009180,LASC009180,hypothetical protein,NA,54,353,maker-000099F-est_gff_StringTie-gene-14.1,maker-000099F-est_gff_StringTie-gene-14.1-mRNA-1
LASC009179,zk1073.1_2,Uncharacterized protein ZK1073.1,NA,355,3520,maker-000099F-est_gff_StringTie-gene-14.2,maker-000099F-est_gff_StringTie-gene-14.2-mRNA-1
LASC009181,LASC009181,hypothetical protein,NA,47,209,maker-000099F-est_gff_StringTie-gene-15.0,maker-000099F-est_gff_StringTie-gene-15.0-mRNA-1
LASC009182,LASC009182,hypothetical protein,NA,80,413,maker-000099F-est_gff_StringTie-gene-15.1,maker-000099F-est_gff_StringTie-gene-15.1-mRNA-1
LASC009186,ccz1,Vacuolar fusion protein CCZ1 homolog,NA,466,1980,maker-000099F-est_gff_StringTie-gene-16.0,maker-000099F-est_gff_StringTie-gene-16.0-mRNA-1
LASC009185,galla-2,MIP18 family protein galla-2,NA,239,3040,maker-000099F-est_gff_StringTie-gene-16.1,maker-000099F-est_gff_StringTie-gene-16.1-mRNA-1
LASC009187,fasn_11,Fatty acid synthase,NA,2485,7670,maker-000099F-est_gff_StringTie-gene-17.0,maker-000099F-est_gff_StringTie-gene-17.0-mRNA-1
LASC009189,xrcc6,"hypothetical protein,X-ray repair cross-complementing protein 5",NA,608,2459,maker-000099F-est_gff_StringTie-gene-18.1,maker-000099F-est_gff_StringTie-gene-18.1-mRNA-1
LASC009190,LASC009190,hypothetical protein,NA,373,4450,maker-000099F-est_gff_StringTie-gene-18.2,maker-000099F-est_gff_StringTie-gene-18.2-mRNA-1
LASC009130,LASC009130,hypothetical protein,NA,81,334,maker-000099F-est_gff_StringTie-gene-2.2,maker-000099F-est_gff_StringTie-gene-2.2-mRNA-3
LASC009136,tmem39a,Transmembrane protein 39A,NA,449,1731,maker-000099F-est_gff_StringTie-gene-2.5,maker-000099F-est_gff_StringTie-gene-2.5-mRNA-2
LASC009131,LASC009131,hypothetical protein,NA,53,290,maker-000099F-est_gff_StringTie-gene-2.6,maker-000099F-est_gff_StringTie-gene-2.6-mRNA-1
LASC009135,LASC009135,hypothetical protein,NA,244,8940,maker-000099F-est_gff_StringTie-gene-2.8,maker-000099F-est_gff_StringTie-gene-2.8-mRNA-1
LASC009191,galt-1_2,Beta-1%2C4-galactosyltransferase galt-1,NA,507,2979,maker-000099F-est_gff_StringTie-gene-22.0,maker-000099F-est_gff_StringTie-gene-22.0-mRNA-3
LASC009193,tmem135_2,Transmembrane protein 135,NA,440,1781,maker-000099F-est_gff_StringTie-gene-23.0,maker-000099F-est_gff_StringTie-gene-23.0-mRNA-1
LASC009194,tmem135_4,Transmembrane protein 135,NA,469,2147,maker-000099F-est_gff_StringTie-gene-23.1,maker-000099F-est_gff_StringTie-gene-23.1-mRNA-3
LASC009195,tmem135_3,Transmembrane protein 135,NA,159,772,maker-000099F-est_gff_StringTie-gene-23.2,maker-000099F-est_gff_StringTie-gene-23.2-mRNA-3
LASC009197,LASC009197,hypothetical protein,NA,103,410,maker-000099F-est_gff_StringTie-gene-24.0,maker-000099F-est_gff_StringTie-gene-24.0-mRNA-1
LASC009196,tmem135,Transmembrane protein 135,NA,467,5417,maker-000099F-est_gff_StringTie-gene-24.1,maker-000099F-est_gff_StringTie-gene-24.1-mRNA-1
LASC009198,LASC009198,hypothetical protein,NA,158,1049,maker-000099F-est_gff_StringTie-gene-25.0,maker-000099F-est_gff_StringTie-gene-25.0-mRNA-1
